"","Rk","Team","Date","Att...4","Day","G#","Week","...8","Opp","Result","Cmp","Att...12","Cmp%","Yds...14","TD","Sk","Yds...17","Int","Rate"
"364",364,"TEN",2022-12-04,41,"Sun",12,13,"@","PHI","L 10-35",30,41,73.2,386,3,2,5,0,126.7
"365",365,"DAL",2022-12-04,37,"Sun",12,13,NA,"IND","W 54-19",21,37,56.8,203,2,3,30,3,56.5
"366",366,"SFO",2022-12-04,34,"Sun",12,13,NA,"MIA","W 33-17",18,34,52.9,275,2,3,20,3,62.7
"367",367,"HOU",2022-12-04,22,"Sun",12,13,NA,"CLE","L 14-27",12,22,54.5,130,0,1,1,1,53.2
"368",368,"DEN",2022-12-04,37,"Sun",12,13,"@","BAL","L 9-10",30,37,81.1,182,0,4,16,2,64.6
"369",369,"CLE",2022-12-04,39,"Sun",12,13,"@","HOU","W 27-14",20,39,51.3,201,1,0,0,2,53.5
"370",370,"DET",2022-12-04,34,"Sun",12,13,NA,"JAX","W 40-14",19,34,55.9,171,1,2,14,0,79.4
"371",371,"LAR",2022-12-04,39,"Sun",12,13,NA,"SEA","L 23-27",28,39,71.8,348,3,4,19,1,114
"372",372,"CIN",2022-12-04,27,"Sun",12,13,NA,"KAN","W 27-24",16,27,59.3,211,1,2,12,0,96.4
"373",373,"GNB",2022-12-04,25,"Sun",13,13,"@","CHI","W 28-19",20,25,80,254,0,0,0,2,75.7
"374",374,"ATL",2022-12-04,28,"Sun",13,13,NA,"PIT","L 16-19",16,28,57.1,197,1,0,0,0,90.9
"375",375,"SEA",2022-12-04,26,"Sun",12,13,"@","LAR","W 27-23",14,26,53.8,148,0,4,30,2,38.6
"376",376,"BAL",2022-12-04,22,"Sun",12,13,NA,"DEN","W 10-9",17,22,77.3,184,0,2,5,0,101.3
"377",377,"MIN",2022-12-04,58,"Sun",12,13,NA,"NYJ","W 27-22",31,58,53.4,366,0,1,3,2,58.5
"378",378,"LVR",2022-12-04,47,"Sun",12,13,NA,"LAC","W 27-20",28,47,59.6,314,1,5,21,0,86.7
"379",379,"LAC",2022-12-04,30,"Sun",12,13,"@","LVR","L 20-27",16,30,53.3,250,2,0,0,1,89.6
"380",380,"PIT",2022-12-04,24,"Sun",12,13,"@","ATL","W 19-16",13,24,54.2,160,1,1,7,1,71.5
"381",381,"PHI",2022-12-04,26,"Sun",12,13,NA,"TEN","W 35-10",16,26,61.5,122,1,6,35,0,85.7
"382",382,"NYJ",2022-12-04,35,"Sun",12,13,"@","MIN","L 22-27",21,35,60,159,1,2,14,0,80.5
"383",383,"CHI",2022-12-04,31,"Sun",13,13,NA,"GNB","L 19-28",18,31,58.1,182,1,0,0,0,85.7
"384",384,"IND",2022-12-04,30,"Sun",13,13,"@","DAL","L 19-54",20,30,66.7,165,3,1,5,1,100
"385",385,"NYG",2022-12-04,41,"Sun",12,13,NA,"WAS","T 20-20 (OT)",27,41,65.9,246,2,5,29,0,98.2
"386",386,"WAS",2022-12-04,31,"Sun",13,13,"@","NYG","T 20-20 (OT)",25,31,80.6,182,1,4,18,0,101.9
"387",387,"JAX",2022-12-04,41,"Sun",12,13,"@","DET","L 14-40",31,41,75.6,337,2,2,3,0,115.6
"388",388,"KAN",2022-12-04,31,"Sun",12,13,"@","CIN","L 24-27",25,31,80.6,279,2,1,7,0,125.7
"389",389,"TAM",2022-12-05,29,"Mon",12,13,NA,"NOR","W 17-16",21,29,72.4,232,1,2,18,0,107.3
"390",390,"NOR",2022-12-05,54,"Mon",13,13,"@","TAM","L 16-17",36,54,66.7,274,2,1,7,1,83.4
"391",391,"LAR",2022-12-08,20,"Thu",13,14,NA,"LVR","W 17-16",11,20,55,137,0,0,0,2,36.9
"392",392,"LVR",2022-12-08,35,"Thu",13,14,"@","LAR","L 16-17",22,35,62.9,211,1,4,19,0,89.1
"393",393,"MIA",2022-12-11,51,"Sun",13,14,"@","LAC","L 17-23",39,51,76.5,350,1,4,17,0,100.9
"394",394,"TEN",2022-12-11,42,"Sun",13,14,NA,"JAX","L 22-36",30,42,71.4,368,3,0,0,0,121.9
"395",395,"DAL",2022-12-11,27,"Sun",13,14,NA,"HOU","W 27-23",20,27,74.1,213,1,0,0,1,93.6
"396",396,"SFO",2022-12-11,55,"Sun",13,14,NA,"TAM","W 35-7",34,55,61.8,253,1,0,0,2,63.7
"397",397,"HOU",2022-12-11,39,"Sun",13,14,"@","DAL","L 23-27",24,39,61.5,277,1,1,7,2,70.1
"398",398,"CAR",2022-12-11,36,"Sun",13,14,"@","SEA","W 30-24",21,36,58.3,241,3,3,23,2,83.2
"399",399,"DEN",2022-12-11,42,"Sun",13,14,NA,"KAN","L 28-34",28,42,66.7,342,3,2,10,3,85.6
"400",400,"CLE",2022-12-11,33,"Sun",13,14,"@","CIN","L 10-23",18,33,54.5,227,2,2,12,1,83.8
"401",401,"JAX",2022-12-11,38,"Sun",13,14,"@","TEN","W 36-22",25,38,65.8,227,2,4,27,1,88.4
"402",402,"KAN",2022-12-11,44,"Sun",13,14,"@","DEN","W 34-28",27,44,61.4,214,4,6,49,2,84.8
"403",403,"MIA",2022-12-11,51,"Sun",13,14,"@","LAC","L 17-23",39,51,76.5,350,1,4,17,0,100.9
"404",404,"MIN",2022-12-11,39,"Sun",13,14,"@","DET","L 23-34",27,39,69.2,330,3,0,0,0,120.7
"405",405,"NYG",2022-12-11,31,"Sun",13,14,NA,"PHI","L 22-48",21,31,67.7,184,2,4,33,0,104.8
"406",406,"NYJ",2022-12-11,27,"Sun",13,14,"@","BUF","L 12-20",16,27,59.3,130,1,3,17,0,83.9
"407",407,"TEN",2022-12-11,42,"Sun",13,14,NA,"JAX","L 22-36",30,42,71.4,368,3,0,0,0,121.9
"408",408,"PHI",2022-12-11,32,"Sun",13,14,"@","NYG","W 48-22",23,32,71.9,181,2,7,35,0,106.4
"409",409,"PIT",2022-12-11,17,"Sun",13,14,NA,"BAL","L 14-16",11,17,64.7,94,0,2,10,0,79
"410",410,"BAL",2022-12-11,31,"Sun",13,14,"@","PIT","W 16-14",22,31,71,264,1,2,12,3,67.9
"411",411,"LAC",2022-12-11,28,"Sun",13,14,NA,"MIA","W 23-17",10,28,35.7,127,1,2,18,0,62.6
"412",412,"SEA",2022-12-11,24,"Sun",13,14,NA,"CAR","L 24-30",14,24,58.3,105,1,2,15,0,82.8
"413",413,"SFO",2022-12-11,55,"Sun",13,14,NA,"TAM","W 35-7",34,55,61.8,253,1,0,0,2,63.7
"414",414,"TAM",2022-12-11,23,"Sun",13,14,"@","SFO","L 7-35",17,23,73.9,195,2,0,0,0,128
"415",415,"ARI",2022-12-12,35,"Mon",13,14,NA,"NWE","L 13-27",24,35,68.6,225,0,1,10,1,74.1
"416",416,"NWE",2022-12-12,41,"Mon",13,14,"@","ARI","W 27-13",28,41,68.3,210,0,6,45,1,70.2
"417",417,"SEA",2022-12-15,26,"Thu",14,15,NA,"SFO","L 13-21",17,26,65.4,211,2,1,6,0,116
"418",418,"SFO",2022-12-15,44,"Thu",14,15,"@","SEA","W 21-13",31,44,70.5,207,1,3,31,0,88
"419",419,"BUF",2022-12-17,30,"Sat",14,15,NA,"MIA","W 32-29",17,30,56.7,217,2,2,17,0,101.7
"420",420,"CLE",2022-12-17,30,"Sat",14,15,NA,"BAL","W 13-3",17,30,56.7,126,0,3,12,1,52.9
"421",421,"IND",2022-12-17,55,"Sat",14,15,"@","MIN","L 36-39 (OT)",34,55,61.8,426,4,7,34,2,95
"422",422,"MIA",2022-12-17,40,"Sat",14,15,"@","BUF","L 29-32",25,40,62.5,296,4,2,8,0,118.3
"423",423,"MIN",2022-12-17,33,"Sat",14,15,NA,"IND","W 39-36 (OT)",19,33,57.6,170,1,3,12,0,81.6
"424",424,"BAL",2022-12-17,28,"Sat",14,15,"@","CLE","L 3-13",18,28,64.3,140,1,3,21,0,88.4
"425",425,"ATL",2022-12-18,19,"Sun",14,15,"@","NOR","L 18-21",13,19,68.4,214,3,2,17,0,145.6
"426",426,"CAR",2022-12-18,22,"Sun",14,15,NA,"PIT","L 16-24",17,22,77.3,169,0,1,10,0,98.5
"427",427,"CHI",2022-12-18,37,"Sun",14,15,NA,"PHI","L 20-25",22,37,59.5,309,0,1,6,2,63.9
"428",428,"CIN",2022-12-18,44,"Sun",14,15,"@","TAM","W 34-23",30,44,68.2,304,3,1,8,2,91.5
"429",429,"ARI",2022-12-18,26,"Sun",14,15,"@","DEN","L 15-24",21,26,80.8,156,1,7,41,1,88.5
"430",430,"DAL",2022-12-18,42,"Sun",14,15,"@","JAX","L 34-40 (OT)",27,42,64.3,311,4,1,7,1,108.3
"431",431,"DEN",2022-12-18,36,"Sun",14,15,NA,"ARI","W 24-15",20,36,55.6,167,0,3,6,3,33
"432",432,"DET",2022-12-18,35,"Sun",14,15,"@","NYJ","W 20-17",18,35,51.4,287,2,4,30,1,86.3
"433",433,"HOU",2022-12-18,41,"Sun",14,15,NA,"KAN","L 24-30 (OT)",36,41,87.8,313,2,2,23,0,114.7
"434",434,"JAX",2022-12-18,30,"Sun",14,15,NA,"DAL","W 40-34 (OT)",23,30,76.7,243,3,3,13,2,105.3
"435",435,"KAN",2022-12-18,29,"Sun",14,15,"@","HOU","W 30-24 (OT)",14,29,48.3,125,2,1,4,0,83.3
"436",436,"NOR",2022-12-18,26,"Sun",14,15,NA,"ATL","W 21-18",13,26,50,89,0,4,8,0,58
"437",437,"NWE",2022-12-18,38,"Sun",14,15,"@","LVR","L 24-30",20,38,52.6,211,3,3,20,1,84.4
"438",438,"NYG",2022-12-18,29,"Sun",14,15,"@","WAS","W 20-12",17,29,58.6,228,1,3,21,0,95.2
"439",439,"NYJ",2022-12-18,38,"Sun",14,15,NA,"DET","L 17-20",23,38,60.5,252,1,0,0,0,88.9
"440",440,"TEN",2022-12-18,42,"Sun",14,15,"@","LAC","L 14-17",28,42,66.7,291,0,3,22,2,66.7
"441",441,"PHI",2022-12-18,22,"Sun",14,15,"@","CHI","W 25-20",14,22,63.6,91,2,6,61,0,102.7
"442",442,"PIT",2022-12-18,23,"Sun",14,15,"@","CAR","W 24-16",14,23,60.9,188,1,4,37,0,101.4
"443",443,"LVR",2022-12-18,31,"Sun",14,15,NA,"NWE","W 30-24",13,31,41.9,112,0,0,0,0,52.1
"444",444,"LAC",2022-12-18,26,"Sun",14,15,NA,"TEN","W 17-14",18,26,69.2,157,0,4,28,1,68.9
"445",445,"TAM",2022-12-18,39,"Sun",14,15,NA,"CIN","L 23-34",27,39,69.2,184,4,2,16,1,102.9
"446",446,"WAS",2022-12-18,32,"Sun",14,15,NA,"NYG","L 12-20",21,32,65.6,160,0,0,0,0,77.6
"447",447,"GNB",2022-12-19,21,"Mon",14,15,NA,"LAR","W 24-12",12,21,57.1,84,1,5,27,1,62.4
"448",448,"LAR",2022-12-19,30,"Mon",14,15,"@","GNB","L 12-24",22,30,73.3,207,1,3,22,1,89.2
"449",449,"JAX",2022-12-22,33,"Thu",15,16,"@","NYJ","W 19-3",19,33,57.6,161,0,3,21,1,57.8
"450",450,"NYJ",2022-12-22,31,"Thu",15,16,NA,"JAX","L 3-19",20,31,64.5,218,0,1,11,0,85.1
"451",451,"ATL",2022-12-24,17,"Sat",15,16,"@","BAL","L 9-17",9,17,52.9,115,1,0,0,0,94
"452",452,"BUF",2022-12-24,28,"Sat",15,16,"@","CHI","W 35-13",18,28,64.3,129,1,2,15,1,71.9
"453",453,"CAR",2022-12-24,42,"Sat",15,16,NA,"DET","W 37-23",25,42,59.5,336,3,2,19,0,108.8
"454",454,"CHI",2022-12-24,26,"Sat",15,16,NA,"BUF","L 13-35",15,26,57.7,172,2,1,0,2,71.3
"455",455,"CIN",2022-12-24,33,"Sat",15,16,"@","NWE","W 22-18",21,33,63.6,224,2,4,16,0,103.6
"456",456,"CLE",2022-12-24,15,"Sat",15,16,NA,"NOR","L 10-17",8,15,53.3,92,0,0,0,1,44.3
"457",457,"DAL",2022-12-24,40,"Sat",15,16,NA,"PHI","W 40-34",24,40,60,355,2,0,0,2,84.9
"458",458,"DET",2022-12-24,22,"Sat",15,16,"@","CAR","L 23-37",15,22,68.2,250,1,0,0,0,121.4
"459",459,"HOU",2022-12-24,23,"Sat",15,16,"@","TEN","W 19-14",14,23,60.9,88,0,4,11,2,32.5
"460",460,"KAN",2022-12-24,40,"Sat",15,16,NA,"SEA","W 24-10",25,40,62.5,200,1,2,15,1,72.9
"461",461,"MIN",2022-12-24,42,"Sat",15,16,NA,"NYG","W 27-24",30,42,71.4,319,1,3,15,1,91.3
"462",462,"NOR",2022-12-24,31,"Sat",15,16,"@","CLE","W 17-10",15,31,48.4,125,0,2,10,1,45.8
"463",463,"NWE",2022-12-24,52,"Sat",15,16,NA,"CIN","L 18-22",40,52,76.9,369,3,2,6,2,99
"464",464,"NYG",2022-12-24,48,"Sat",15,16,"@","MIN","L 24-27",34,48,70.8,270,3,4,29,0,105.4
"465",465,"TEN",2022-12-24,32,"Sat",15,16,NA,"HOU","L 14-19",20,32,62.5,215,1,1,3,1,79.6
"466",466,"PHI",2022-12-24,35,"Sat",15,16,"@","DAL","L 34-40",27,35,77.1,304,3,6,43,1,119.2
"467",467,"PIT",2022-12-24,30,"Sat",15,16,NA,"LVR","W 13-10",16,30,53.3,143,1,3,31,3,37.9
"468",468,"LVR",2022-12-24,39,"Sat",15,16,"@","PIT","L 10-13",26,39,66.7,244,1,0,0,1,81.6
"469",469,"BAL",2022-12-24,33,"Sat",15,16,NA,"ATL","W 17-9",22,33,66.7,212,0,2,6,0,84.4
"470",470,"SEA",2022-12-24,28,"Sat",15,16,"@","KAN","L 10-24",16,28,57.1,220,2,1,4,0,106.2
"471",471,"SFO",2022-12-24,34,"Sat",15,16,NA,"WAS","W 37-20",25,34,73.5,270,3,2,19,1,113.6
"472",472,"WAS",2022-12-24,22,"Sat",15,16,"@","SFO","L 20-37",15,22,68.2,218,2,3,16,1,111.6
"473",473,"ARI",2022-12-25,48,"Sun",15,16,NA,"TAM","L 16-19 (OT)",32,48,66.7,281,1,0,0,2,71.6
"474",474,"DEN",2022-12-25,28,"Sun",15,16,"@","LAR","L 14-51",24,28,85.7,230,2,0,0,0,124.7
"475",475,"GNB",2022-12-25,25,"Sun",15,16,"@","MIA","W 26-20",16,25,64,294,1,2,16,3,78.2
"476",476,"MIA",2022-12-25,38,"Sun",15,16,NA,"GNB","L 20-26",24,38,63.2,222,1,2,16,1,76.9
"477",477,"LAR",2022-12-25,35,"Sun",15,16,NA,"DEN","W 51-14",19,35,54.3,219,1,6,40,4,43.3
"478",478,"TAM",2022-12-25,46,"Sun",15,16,"@","ARI","W 19-16 (OT)",25,46,54.3,204,0,1,17,1,56.8
"479",479,"IND",2022-12-26,31,"Mon",15,16,NA,"LAC","L 3-20",24,31,77.4,213,0,4,22,1,81.8
"480",480,"LAC",2022-12-26,29,"Mon",15,16,"@","IND","W 20-3",17,29,58.6,104,0,7,39,3,26.3
"481",481,"DAL",2022-12-29,39,"Thu",16,17,"@","TEN","W 27-13",20,39,51.3,220,1,2,12,1,66.2
"482",482,"TEN",2022-12-29,41,"Thu",16,17,NA,"DAL","L 13-27",29,41,70.7,274,2,1,8,2,84.8
"483",483,"ATL",2023-01-01,40,"Sun",16,17,NA,"ARI","W 20-19",24,40,60,213,1,2,9,0,82.6
"484",484,"CAR",2023-01-01,45,"Sun",16,17,"@","TAM","L 24-30",34,45,75.6,411,3,3,21,0,125.3
"485",485,"CHI",2023-01-01,29,"Sun",16,17,"@","DET","L 10-41",21,29,72.4,239,3,2,16,0,131.2
"486",486,"CLE",2023-01-01,28,"Sun",16,17,"@","WAS","W 24-10",16,28,57.1,124,0,3,19,3,28.6
"487",487,"IND",2023-01-01,24,"Sun",16,17,"@","NYG","L 10-38",19,24,79.2,177,2,0,0,0,125.2
"488",488,"ARI",2023-01-01,26,"Sun",16,17,"@","ATL","L 19-20",19,26,73.1,166,0,1,3,0,89.6
"489",489,"DEN",2023-01-01,42,"Sun",16,17,"@","KAN","L 24-27",29,42,69,328,3,0,0,1,106.1
"490",490,"DET",2023-01-01,21,"Sun",16,17,NA,"CHI","W 41-10",7,21,33.3,30,1,7,45,1,38.4
"491",491,"GNB",2023-01-01,35,"Sun",16,17,NA,"MIN","W 41-17",22,35,62.9,244,2,2,18,3,66.8
"492",492,"HOU",2023-01-01,29,"Sun",16,17,NA,"JAX","L 3-31",22,29,75.9,168,0,2,13,2,60.7
"493",493,"JAX",2023-01-01,44,"Sun",16,17,"@","HOU","W 31-3",25,44,56.8,193,0,2,18,0,67.7
"494",494,"KAN",2023-01-01,38,"Sun",16,17,NA,"DEN","W 27-24",26,38,68.4,190,1,4,32,1,77.7
"495",495,"MIA",2023-01-01,33,"Sun",16,17,"@","NWE","L 21-23",20,33,60.6,173,2,3,31,0,94.6
"496",496,"MIN",2023-01-01,27,"Sun",16,17,"@","GNB","L 17-41",17,27,63,152,1,1,16,0,90.4
"497",497,"NOR",2023-01-01,32,"Sun",16,17,"@","PHI","W 20-10",18,32,56.3,246,1,6,28,1,78.4
"498",498,"NWE",2023-01-01,40,"Sun",16,17,NA,"MIA","W 23-21",24,40,60,247,2,2,18,2,73.6
"499",499,"NYG",2023-01-01,27,"Sun",16,17,NA,"IND","W 38-10",17,27,63,124,1,2,17,1,70.6
"500",500,"NYJ",2023-01-01,29,"Sun",16,17,"@","SEA","L 6-23",18,29,62.1,148,2,4,35,0,98.1
"501",501,"PHI",2023-01-01,24,"Sun",16,17,NA,"NOR","L 10-20",20,24,83.3,184,0,7,45,1,81.3
"502",502,"PIT",2023-01-01,21,"Sun",16,17,"@","BAL","W 16-13",14,21,66.7,120,1,1,10,1,77.5
"503",503,"LVR",2023-01-01,35,"Sun",16,17,NA,"SFO","L 34-37 (OT)",22,35,62.9,284,2,0,0,1,95.4
"504",504,"LAR",2023-01-01,31,"Sun",16,17,"@","LAC","L 10-31",24,31,77.4,239,2,0,0,0,120.2
"505",505,"BAL",2023-01-01,27,"Sun",16,17,NA,"PIT","L 13-16",15,27,55.6,153,1,2,15,0,84.3
"506",506,"LAC",2023-01-01,19,"Sun",16,17,NA,"LAR","W 31-10",11,19,57.9,111,0,3,21,0,74.7
"507",507,"SEA",2023-01-01,46,"Sun",16,17,NA,"NYJ","W 23-6",23,46,50,204,0,4,36,2,44.1
"508",508,"SFO",2023-01-01,34,"Sun",16,17,"@","LVR","W 37-34 (OT)",23,34,67.6,365,3,0,0,2,108.1
"509",509,"TAM",2023-01-01,37,"Sun",16,17,NA,"CAR","W 30-24",23,37,62.2,326,3,2,15,1,106.4
"510",510,"WAS",2023-01-01,18,"Sun",16,17,NA,"CLE","L 10-24",9,18,50,155,3,5,14,0,119.2
"511",511,"JAX",2023-01-07,29,"Sat",17,18,NA,"TEN","W 20-16",20,29,69,165,1,4,14,1,80.4
"512",512,"KAN",2023-01-07,36,"Sat",17,18,"@","LVR","W 31-13",22,36,61.1,180,1,6,39,1,71.5
"513",513,"TEN",2023-01-07,32,"Sat",17,18,"@","JAX","L 16-20",20,32,62.5,203,1,1,9,0,91
"514",514,"LVR",2023-01-07,26,"Sat",17,18,NA,"KAN","L 13-31",18,26,69.2,181,1,2,21,0,101.6
"515",515,"ATL",2023-01-08,34,"Sun",17,18,NA,"TAM","W 30-17",22,34,64.7,136,2,0,0,0,92.3
"516",516,"BUF",2023-01-08,40,"Sun",16,18,NA,"NWE","W 35-23",26,40,65,234,3,1,9,3,74.4
"517",517,"CAR",2023-01-08,25,"Sun",17,18,"@","NOR","W 10-7",15,25,60,161,1,1,10,0,92.2
"518",518,"CHI",2023-01-08,33,"Sun",17,18,NA,"MIN","L 13-29",28,33,84.8,341,1,0,0,1,107.2
"519",519,"CIN",2023-01-08,44,"Sun",16,18,NA,"BAL","W 27-16",19,44,43.2,276,0,4,10,2,45.3
"520",520,"CLE",2023-01-08,29,"Sun",17,18,"@","PIT","L 14-28",13,29,44.8,189,1,1,6,0,78.1
"521",521,"IND",2023-01-08,40,"Sun",17,18,NA,"HOU","L 31-32",24,40,60,301,3,1,10,2,87.6
"522",522,"ARI",2023-01-08,20,"Sun",17,18,"@","SFO","L 13-38",15,20,75,142,3,4,36,0,133.7
"523",523,"DAL",2023-01-08,19,"Sun",17,18,"@","WAS","L 6-26",11,19,57.9,158,1,3,11,1,80.6
"524",524,"DEN",2023-01-08,44,"Sun",17,18,NA,"LAC","W 31-28",30,44,68.2,293,3,1,5,0,109.4
"525",525,"DET",2023-01-08,27,"Sun",17,18,"@","GNB","W 20-16",17,27,63,188,1,2,17,1,80.5
"526",526,"GNB",2023-01-08,34,"Sun",17,18,NA,"DET","L 16-20",23,34,67.6,219,0,1,5,0,85.3
"527",527,"HOU",2023-01-08,35,"Sun",17,18,"@","IND","W 32-31",23,35,65.7,202,2,2,7,2,76.1
"528",528,"MIA",2023-01-08,33,"Sun",17,18,NA,"NYJ","W 11-6",18,33,54.5,149,0,0,0,0,66.4
"529",529,"MIN",2023-01-08,27,"Sun",17,18,"@","CHI","W 29-13",13,27,48.1,141,1,1,6,2,45.4
"530",530,"NOR",2023-01-08,15,"Sun",17,18,NA,"CAR","L 7-10",5,15,33.3,32,0,2,11,2,2.8
"531",531,"NWE",2023-01-08,31,"Sun",17,18,"@","BUF","L 23-35",19,31,61.3,237,3,2,17,1,103.8
"532",532,"NYG",2023-01-08,35,"Sun",17,18,"@","PHI","L 16-22",20,35,57.1,207,0,3,22,1,62.4
"533",533,"NYJ",2023-01-08,31,"Sun",17,18,"@","MIA","L 6-11",20,31,64.5,140,0,1,12,0,74.7
"534",534,"PHI",2023-01-08,40,"Sun",17,18,NA,"NYG","W 22-16",23,40,57.5,155,1,2,13,0,74.5
"535",535,"PIT",2023-01-08,29,"Sun",17,18,NA,"CLE","W 28-14",19,29,65.5,173,2,7,57,2,75.8
"536",536,"LAR",2023-01-08,31,"Sun",17,18,"@","SEA","L 16-19 (OT)",19,31,61.3,205,1,3,8,2,64.6
"537",537,"BAL",2023-01-08,42,"Sun",17,18,"@","CIN","L 16-27",25,42,59.5,202,1,2,13,0,79.7
"538",538,"LAC",2023-01-08,24,"Sun",17,18,"@","DEN","L 28-31",13,24,54.2,266,3,2,17,1,115.6
"539",539,"SEA",2023-01-08,26,"Sun",17,18,NA,"LAR","W 19-16 (OT)",13,26,50,123,0,5,24,1,47.4
"540",540,"SFO",2023-01-08,27,"Sun",17,18,NA,"ARI","W 38-13",20,27,74.1,194,1,3,15,3,66.5
"541",541,"TAM",2023-01-08,30,"Sun",17,18,"@","ATL","L 17-30",19,30,63.3,208,2,2,16,0,106
"542",542,"WAS",2023-01-08,38,"Sun",17,18,NA,"DAL","W 26-6",14,38,36.8,118,1,1,10,1,43.5
